"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal"
"93724","E07b - Under 75 mortality rate from respiratory disease considered preventable (2019 definition)","","","E92000001","England","England","Persons","<75 yrs","","","2020","17.0820040654881","16.7189499001274","17.450948225285","16.5123204316835","17.665305754787","8435","51684547","","No significant change","Better","Similar","20200000","",""
"93724","E07b - Under 75 mortality rate from respiratory disease considered preventable (2019 definition)","E92000001","England","E12000008","South East region","Government Office Region","Persons","<75 yrs","","","2020","14.1451810817516","13.3484822619965","14.9769298891309","12.9050819541066","15.4661594741233","1182","8353974","","No significant change","Better","Similar","20200000","",""
"93724","E07b - Under 75 mortality rate from respiratory disease considered preventable (2019 definition)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","<75 yrs","","","2020","13.8705","11.5184","16.56","10.3087","18.2058","123","769720","","No significant change","Better","Similar","20200000","",""
"92326","E08 - Mortality rate from a range of specified communicable diseases, including influenza","","","E92000001","England","England","Persons","All ages","","","2017 - 19","9.38744195038703","9.23727691026262","9.53943118293003","","","14977.036","167883569","","Cannot be calculated","Better","Similar","20170000","",""
"92326","E08 - Mortality rate from a range of specified communicable diseases, including influenza","E92000001","England","E12000008","South East region","Government Office Region","Persons","All ages","","","2017 - 19","8.09419131226827","7.76504699763969","8.43366400293102","","","2292.117","27394585","","Cannot be calculated","Better","Similar","20170000","",""
"92326","E08 - Mortality rate from a range of specified communicable diseases, including influenza","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","All ages","","","2017 - 19","8.2614","7.278","9.3397","","","259.83","2575185","","Cannot be calculated","Better","Similar","20170000","",""
"93581","E09a - Premature mortality in adults with severe mental illness (SMI)","","","E92000001","England","England","Persons","18-74 yrs","","","2018 - 20","103.6","103","104.2","","","120273","118467702","","Cannot be calculated","Better","Similar","20180000","New data",""
"93581","E09a - Premature mortality in adults with severe mental illness (SMI)","E92000001","England","E12000008","South East region","Government Office Region","Persons","18-74 yrs","","","2018 - 20","83.4","82.1","84.8","","","15625","18358240","Value calculated from a Count that has been rounded to the nearest 5","Cannot be calculated","Better","Similar","20180000","New data",""
"93581","E09a - Premature mortality in adults with severe mental illness (SMI)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","18-74 yrs","","","2018 - 20","80.8","76.9","84.9","","","1610","1774921","Value calculated from a Count that has been rounded to the nearest 5","Cannot be calculated","Better","Similar","20180000","New data",""
"93582","E09b - Excess under 75 mortality rate in adults with severe mental illness (SMI)","","","E92000001","England","England","Persons","18-74 yrs","","","2018 - 20","451","447.4","454.7","","","","","","Cannot be calculated","Similar","Similar","20180000","New data",""
"93582","E09b - Excess under 75 mortality rate in adults with severe mental illness (SMI)","E92000001","England","E12000008","South East region","Government Office Region","Persons","18-74 yrs","","","2018 - 20","507.4","496.5","518.5","","","","","","Cannot be calculated","Similar","Similar","20180000","New data",""
"93582","E09b - Excess under 75 mortality rate in adults with severe mental illness (SMI)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","18-74 yrs","","","2018 - 20","477.7","446","511.1","","","","","","Cannot be calculated","Similar","Similar","20180000","New data",""
"41001","E10 - Suicide rate","","","E92000001","England","England","Persons","10+ yrs","","","2018 - 20","10.3584627204707","10.1936582691682","10.5232671717733","","","15249","","","Cannot be calculated","Similar","Similar","20180000","",""
"41001","E10 - Suicide rate","E92000001","England","E12000008","South East region","Government Office Region","Persons","10+ yrs","","","2018 - 20","10.1314883203878","9.72794201092072","10.535034629855","","","2430","","","Cannot be calculated","Similar","Similar","20180000","",""
"41001","E10 - Suicide rate","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","10+ yrs","","","2018 - 20","10.8655","9.4942","12.2369","","","246","","","Cannot be calculated","Similar","Similar","20180000","",""
"41101","E11 - Emergency readmissions within 30 days of discharge from hospital","","","E92000001","England","England","Persons","All ages","","","2019/20","14.4","14.3","14.4","","","941217","6558727","","Cannot be calculated","Not compared","Not compared","20190000","",""
"41101","E11 - Emergency readmissions within 30 days of discharge from hospital","E92000001","England","E12000008","South East region","Government Office Region","Persons","All ages","","","2019/20","14.5","14.4","14.5","","","144080","986620","","Cannot be calculated","Not compared","Not compared","20190000","",""
"41101","E11 - Emergency readmissions within 30 days of discharge from hospital","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","All ages","","","2019/20","","","","","","","","Value missing in source data","Cannot be calculated","Not compared","Not compared","20190000","",""
"41201","E12a - Preventable sight loss - age related macular degeneration (AMD)","","","E92000001","England","England","Persons","65+ yrs","","","2019/20","105.430745830772","103.462102555533","107.427433781923","","","10916","10353716","","No significant change","Better","Similar","20190000","",""
"41201","E12a - Preventable sight loss - age related macular degeneration (AMD)","E92000001","England","E12000008","South East region","Government Office Region","Persons","65+ yrs","","","2019/20","103.616760904324","98.9558434301806","108.440525164271","","","1856","1791216","Aggregated from all known lower geography values","No significant change","Better","Similar","20190000","",""
"41201","E12a - Preventable sight loss - age related macular degeneration (AMD)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","65+ yrs","","","2019/20","89.5449","76.8723","103.7098","","","178","198783","","No significant change","Better","Similar","20190000","",""
"41202","E12b - Preventable sight loss - glaucoma","","","E92000001","England","England","Persons","40+ yrs","","","2019/20","12.8878731608959","12.4720489909119","13.3140278976243","","","3631","28173772","","Increasing and getting worse","Similar","Similar","20190000","",""
"41202","E12b - Preventable sight loss - glaucoma","E92000001","England","E12000008","South East region","Government Office Region","Persons","40+ yrs","","","2019/20","12.5221511636522","11.5400859315946","13.5654487053777","","","600","4791509","Aggregated from all known lower geography values","Increasing and getting worse","Similar","Similar","20190000","",""
"41202","E12b - Preventable sight loss - glaucoma","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","40+ yrs","","","2019/20","12.4974","9.559","16.0538","","","61","488100","","Increasing and getting worse","Similar","Similar","20190000","",""
"41203","E12c - Preventable sight loss - diabetic eye disease","","","E92000001","England","England","Persons","12+ yrs","","","2019/20","2.9460944607765","2.79462492049854","3.10363969023453","","","1416","48063632","","No significant change","Similar","Similar","20190000","",""
"41203","E12c - Preventable sight loss - diabetic eye disease","E92000001","England","E12000008","South East region","Government Office Region","Persons","12+ yrs","","","2019/20","2.96154052141657","2.57800114196315","3.38604688483584","","","214","7225969","Aggregated from all known lower geography values","No significant change","Similar","Similar","20190000","",""
"41203","E12c - Preventable sight loss - diabetic eye disease","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","12+ yrs","","","2019/20","2.5522","1.5359","3.9857","","","19","744465","","No significant change","Similar","Similar","20190000","",""
"41204","E12d - Preventable sight loss - sight loss certifications","","","E92000001","England","England","Persons","All ages","","","2019/20","41.3683730411382","40.8387103613216","41.9031891683715","","","23285","56286961","","Increasing and getting worse","Similar","Similar","20190000","",""
"41204","E12d - Preventable sight loss - sight loss certifications","E92000001","England","E12000008","South East region","Government Office Region","Persons","All ages","","","2019/20","39.5636883335594","38.2873496308723","40.8717314512483","","","3632","9180135","Aggregated from all known lower geography values","Increasing and getting worse","Similar","Similar","20190000","",""
"41204","E12d - Preventable sight loss - sight loss certifications","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","All ages","","","2019/20","40.7417","36.5961","45.2282","","","352","863980","","Increasing and getting worse","Similar","Similar","20190000","",""
"41401","E13 - Hip fractures in people aged 65 and over","","","E92000001","England","England","Persons","65+ yrs","","","2020/21","528.677039695261","524.321025606715","533.060187961064","521.821680972896","535.595179663828","56590","10464019","","No significant change","Similar","Similar","20200000","New data",""
"41401","E13 - Hip fractures in people aged 65 and over","E92000001","England","E12000008","South East region","Government Office Region","Persons","65+ yrs","","","2020/21","508.032451341931","497.990625783573","518.225422326463","492.269977384037","524.144412873681","9785","1812004","","No significant change","Similar","Similar","20200000","New data",""
"41401","E13 - Hip fractures in people aged 65 and over","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","65+ yrs","","","2020/21","531.6491","501.3639","563.2797","484.5145","581.8879","1160","200968","","No significant change","Similar","Similar","20200000","New data",""
"41402","E13 - Hip fractures in people aged 65-79","","","E92000001","England","England","Persons","65-79 yrs","","","2020/21","219.252145189985","215.923536692762","222.619165197059","214.021889178904","224.571241055156","16586","7608420","","No significant change","Similar","Similar","20200000","New data",""
"41402","E13 - Hip fractures in people aged 65-79","E92000001","England","E12000008","South East region","Government Office Region","Persons","65-79 yrs","","","2020/21","204.381099949995","196.682307644452","212.30365877371","192.345799626253","216.933290670252","2665","1298721","","No significant change","Similar","Similar","20200000","New data",""
"41402","E13 - Hip fractures in people aged 65-79","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","65-79 yrs","","","2020/21","224.5142","200.6492","250.4324","187.8058","265.9468","325","142220","","No significant change","Similar","Similar","20200000","New data",""
"41403","E13 - Hip fractures in people aged 80+","","","E92000001","England","England","Persons","80+ yrs","","","2020/21","1426.00923376056","1412.04662551198","1440.07535537179","1404.04301051676","1448.21493873756","40004","2855599","","No significant change","Similar","Similar","20200000","New data",""
"41403","E13 - Hip fractures in people aged 80+","E92000001","England","E12000008","South East region","Government Office Region","Persons","80+ yrs","","","2020/21","1388.62137037855","1356.54346526375","1421.26608188225","1338.30791490417","1440.24518383603","7120","513283","","No significant change","Similar","Similar","20200000","New data",""
"41403","E13 - Hip fractures in people aged 80+","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","80+ yrs","","","2020/21","1422.3404","1327.5424","1522.117","1275.1423","1581.0199","835","58748","","No significant change","Similar","Similar","20200000","New data",""
"90360","E14 - Excess winter deaths index","","","E92000001","England","England","Persons","All ages","","","Aug 2019 - Jul 2020","17.4","16.7","18.1","","","27330","157230","","Cannot be calculated","Similar","Similar","20190000","",""
"90360","E14 - Excess winter deaths index","E92000001","England","E12000008","South East region","Government Office Region","Persons","All ages","","","Aug 2019 - Jul 2020","17.4","15.7","19.1","","","4480","25750","","Cannot be calculated","Similar","Similar","20190000","",""
"90360","E14 - Excess winter deaths index","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","All ages","","","Aug 2019 - Jul 2020","15.1","10.4","20","","","450","2970","","Cannot be calculated","Similar","Similar","20190000","",""
"90361","E14 - Excess winter deaths index (age 85+)","","","E92000001","England","England","Persons","85+ yrs","","","Aug 2019 - Jul 2020","20.8","19.7","21.9","","","13150","63240","","Cannot be calculated","Similar","Similar","20190000","",""
"90361","E14 - Excess winter deaths index (age 85+)","E92000001","England","E12000008","South East region","Government Office Region","Persons","85+ yrs","","","Aug 2019 - Jul 2020","20.7","18.2","23.3","","","2360","11390","","Cannot be calculated","Similar","Similar","20190000","",""
"90361","E14 - Excess winter deaths index (age 85+)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","85+ yrs","","","Aug 2019 - Jul 2020","19.5","12.5","26.9","","","280","1420","","Cannot be calculated","Similar","Similar","20190000","",""
"92949","E15 - Estimated dementia diagnosis rate (aged 65 and over)","","","E92000001","England","England","Persons","65+ yrs","","","2021","61.6","55.5","66.7","","","415778","675189.6","","No significant change","Similar","Not compared","20210000","","Worse"
"92949","E15 - Estimated dementia diagnosis rate (aged 65 and over)","E92000001","England","E12000008","South East region","Government Office Region","Persons","65+ yrs","","","2021","","","","","","","","Value missing in source data","No significant change","Similar","Not compared","20210000","","Worse"
"92949","E15 - Estimated dementia diagnosis rate (aged 65 and over)","E12000008","South East region","E10000032","West Sussex","Upper tier local authorities (pre 4/19)","Persons","65+ yrs","","","2021","58.9","53","63.9","","","8177","13894.5","","No significant change","Similar","Not compared","20210000","","Worse"
